_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,postal,latitude,longitude
186019,2024-08,ANG MO KIO,3 ROOM,220,ANG MO KIO AVE 1,04 TO 06,67.0,New Generation,1977,52 years 01 month,388000.0,220 ANG MO KIO AVE 1,560220,1.36558833593063,103.840518883254
186020,2024-08,ANG MO KIO,3 ROOM,223,ANG MO KIO AVE 1,01 TO 03,67.0,New Generation,1978,52 years 06 months,375000.0,223 ANG MO KIO AVE 1,560223,1.36604808445916,103.838122716883
186021,2024-08,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,10 TO 12,68.0,New Generation,1981,55 years 06 months,410000.0,332 ANG MO KIO AVE 1,560332,1.36167030761833,103.851955453764
186022,2024-08,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,07 TO 09,68.0,New Generation,1981,55 years 06 months,419000.0,331 ANG MO KIO AVE 1,560331,1.36211140145298,103.85076647513
186023,2024-08,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,07 TO 09,73.0,New Generation,1976,51 years,420000.0,208 ANG MO KIO AVE 1,560208,1.36544495225352,103.842715047475
186024,2024-08,ANG MO KIO,3 ROOM,332,ANG MO KIO AVE 1,01 TO 03,82.0,New Generation,1981,55 years 06 months,455000.0,332 ANG MO KIO AVE 1,560332,1.36167030761833,103.851955453764
186025,2024-08,ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,10 TO 12,67.0,New Generation,1976,50 years 11 months,383000.0,218 ANG MO KIO AVE 1,560218,1.36511908595886,103.841742478489
186026,2024-08,ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,55 years 06 months,446000.0,331 ANG MO KIO AVE 1,560331,1.36211140145298,103.85076647513
186027,2024-08,ANG MO KIO,3 ROOM,310C,ANG MO KIO AVE 1,28 TO 30,70.0,Model A,2012,87 years 02 months,680000.0,310C ANG MO KIO AVE 1,563310,1.36461194568101,103.844851256166
186028,2024-08,ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,54 years,375000.0,471 ANG MO KIO AVE 10,560471,1.36346600647245,103.856702918462
186029,2024-08,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1980,54 years 08 months,383000.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675
186030,2024-08,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1980,54 years 07 months,378888.0,560 ANG MO KIO AVE 10,560560,1.37081626777721,103.859192334256
186031,2024-08,ANG MO KIO,3 ROOM,432,ANG MO KIO AVE 10,10 TO 12,67.0,New Generation,1979,53 years 06 months,445000.0,432 ANG MO KIO AVE 10,560432,1.36830996981351,103.853600305664
186032,2024-08,ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,13 TO 15,68.0,New Generation,1981,55 years 06 months,428000.0,550 ANG MO KIO AVE 10,560550,1.37360769512088,103.85820494173
186033,2024-08,ANG MO KIO,3 ROOM,561,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,54 years 06 months,398000.0,561 ANG MO KIO AVE 10,560561,1.37057765782635,103.857854578394
186034,2024-08,ANG MO KIO,3 ROOM,446,ANG MO KIO AVE 10,01 TO 03,68.0,New Generation,1979,54 years,355000.0,446 ANG MO KIO AVE 10,560446,1.36776095130953,103.855357145908
186035,2024-08,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,54 years 07 months,396888.0,463 ANG MO KIO AVE 10,560463,1.36694793518613,103.857487648675
186036,2024-08,ANG MO KIO,3 ROOM,416,ANG MO KIO AVE 10,07 TO 09,74.0,New Generation,1979,54 years 01 month,439000.0,416 ANG MO KIO AVE 10,560416,1.3645417089084,103.855103690549
186037,2024-08,ANG MO KIO,3 ROOM,542,ANG MO KIO AVE 10,04 TO 06,68.0,New Generation,1981,55 years 06 months,395000.0,542 ANG MO KIO AVE 10,560542,1.37473841331656,103.855876768354
186038,2024-08,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1978,53 years 04 months,355000.0,121 ANG MO KIO AVE 3,560121,1.36970563478325,103.843515981311
186039,2024-08,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,52 years 07 months,458000.0,313 ANG MO KIO AVE 3,560313,1.36664972640598,103.850133665442
186040,2024-08,ANG MO KIO,3 ROOM,128,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,53 years 02 months,400000.0,128 ANG MO KIO AVE 3,560128,1.37083202800001,103.843546990613
186041,2024-08,ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1979,53 years 06 months,408000.0,130 ANG MO KIO AVE 3,560130,1.37039791675237,103.841878840032
186042,2024-08,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1977,51 years 09 months,360000.0,212 ANG MO KIO AVE 3,560212,1.36880359418469,103.841618072603
186043,2024-08,ANG MO KIO,3 ROOM,328,ANG MO KIO AVE 3,10 TO 12,88.0,New Generation,1978,53 years 02 months,520000.0,328 ANG MO KIO AVE 3,560328,1.36661793708764,103.84786688518
186044,2024-08,ANG MO KIO,3 ROOM,346,ANG MO KIO AVE 3,07 TO 09,73.0,New Generation,1978,52 years 09 months,448888.0,346 ANG MO KIO AVE 3,560346,1.36709586875167,103.84966230288
186045,2024-08,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1979,53 years 06 months,385000.0,129 ANG MO KIO AVE 3,560129,1.36989498895756,103.842059049722
186046,2024-08,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1979,53 years 10 months,400000.0,570 ANG MO KIO AVE 3,560570,1.3697435855576,103.856023138277
186047,2024-08,ANG MO KIO,3 ROOM,329,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,52 years 06 months,415000.0,329 ANG MO KIO AVE 3,560329,1.36659908629034,103.846874419073
186048,2024-08,ANG MO KIO,3 ROOM,313,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,52 years 06 months,448000.0,313 ANG MO KIO AVE 3,560313,1.36664972640598,103.850133665442
186049,2024-08,ANG MO KIO,3 ROOM,235,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1977,52 years 02 months,360000.0,235 ANG MO KIO AVE 3,560235,1.36682360872342,103.83649123351
186050,2024-08,ANG MO KIO,3 ROOM,174,ANG MO KIO AVE 4,10 TO 12,60.0,Improved,1986,60 years 06 months,375000.0,174 ANG MO KIO AVE 4,560174,1.37509746867904,103.83761896123
186051,2024-08,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,01 TO 03,69.0,New Generation,1980,55 years 04 months,396000.0,163 ANG MO KIO AVE 4,560163,1.37354853919927,103.838176471398
186052,2024-08,ANG MO KIO,3 ROOM,644,ANG MO KIO AVE 4,07 TO 09,75.0,New Generation,1980,55 years 04 months,465000.0,644 ANG MO KIO AVE 4,560644,1.37914986228487,103.84093819913
186053,2024-08,ANG MO KIO,3 ROOM,107,ANG MO KIO AVE 4,04 TO 06,89.0,New Generation,1978,52 years 09 months,450000.0,107 ANG MO KIO AVE 4,560107,1.37138400081003,103.837381409794
186054,2024-08,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,55 years 10 months,417000.0,152 ANG MO KIO AVE 5,560152,1.3766876256746,103.840159506601
186055,2024-08,ANG MO KIO,3 ROOM,603,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,54 years 11 months,380000.0,603 ANG MO KIO AVE 5,560603,1.38020079047279,103.83575571651
186056,2024-08,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,13 TO 15,75.0,New Generation,1980,55 years 04 months,430000.0,649 ANG MO KIO AVE 5,560649,1.37776263842074,103.843782193293
186057,2024-08,ANG MO KIO,3 ROOM,535,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,54 years 07 months,416000.0,535 ANG MO KIO AVE 5,560535,1.37458255258876,103.853049125302
186058,2024-08,ANG MO KIO,3 ROOM,649,ANG MO KIO AVE 5,10 TO 12,75.0,New Generation,1980,55 years 03 months,432000.0,649 ANG MO KIO AVE 5,560649,1.37776263842074,103.843782193293
186059,2024-08,ANG MO KIO,3 ROOM,639,ANG MO KIO AVE 6,04 TO 06,68.0,New Generation,1980,55 years 02 months,388000.0,639 ANG MO KIO AVE 6,560639,1.37993407100545,103.84246297225
186060,2024-08,ANG MO KIO,3 ROOM,646,ANG MO KIO AVE 6,10 TO 12,75.0,New Generation,1980,55 years 04 months,462000.0,646 ANG MO KIO AVE 6,560646,1.37939517687868,103.843763599411
186061,2024-08,ANG MO KIO,3 ROOM,513,ANG MO KIO AVE 8,01 TO 03,67.0,New Generation,1984,59 years 02 months,432000.0,513 ANG MO KIO AVE 8,560513,1.37273696913231,103.850194854525
186062,2024-08,ANG MO KIO,3 ROOM,504,ANG MO KIO AVE 8,07 TO 09,68.0,New Generation,1980,55 years 01 month,413888.0,504 ANG MO KIO AVE 8,560504,1.37482589458092,103.848956089557
186063,2024-08,ANG MO KIO,3 ROOM,591A,ANG MO KIO ST 51,10 TO 12,68.0,Model A,2019,93 years 06 months,738000.0,591A ANG MO KIO ST 51,561591,1.37093324079314,103.851940766136
186064,2024-08,ANG MO KIO,4 ROOM,337,ANG MO KIO AVE 1,01 TO 03,91.0,New Generation,1982,56 years 08 months,508000.0,337 ANG MO KIO AVE 1,560337,1.36319555672393,103.851616001112
186065,2024-08,ANG MO KIO,4 ROOM,547,ANG MO KIO AVE 10,07 TO 09,92.0,New Generation,1981,55 years 07 months,525000.0,547 ANG MO KIO AVE 10,560547,1.37420951743562,103.858209667888
186066,2024-08,ANG MO KIO,4 ROOM,472,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1979,54 years,516888.0,472 ANG MO KIO AVE 10,560472,1.36314392666998,103.858118593427
186067,2024-08,ANG MO KIO,4 ROOM,556,ANG MO KIO AVE 10,01 TO 03,92.0,New Generation,1980,54 years 07 months,466000.0,556 ANG MO KIO AVE 10,560556,1.37203236308683,103.857625375797
186068,2024-08,ANG MO KIO,4 ROOM,414,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,54 years 01 month,520000.0,414 ANG MO KIO AVE 10,560414,1.36390466431674,103.853913839503
186069,2024-08,ANG MO KIO,4 ROOM,561,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1980,54 years 06 months,535000.0,561 ANG MO KIO AVE 10,560561,1.37057765782635,103.857854578394
